PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.059,0.176,0.765,0.294,0.471,0.353,0.118,0.118,0.176,0.059,0.765,0.529,0.176,0.529,0.235,0.0,0.353,0.353,0.294,0.353,0.353,0.353,0.235,0.529,0.471,0.282,-0.415,-0.128,-0.673,0.19
0.118,0.176,0.706,0.235,0.471,0.353,0.0,0.118,0.176,0.118,0.706,0.412,0.118,0.588,0.176,0.0,0.294,0.353,0.353,0.471,0.294,0.176,0.294,0.529,0.471,0.746,-0.794,-0.258,-0.784,0.08
0.176,0.176,0.647,0.235,0.294,0.176,0.059,0.118,0.176,0.176,0.647,0.294,0.353,0.353,0.118,0.118,0.353,0.235,0.412,0.235,0.471,0.294,0.235,0.471,0.529,0.995,0.224,0.222,-0.406,-0.295
0.059,0.0,0.941,0.294,0.647,0.412,0.0,0.176,0.0,0.059,0.941,0.647,0.059,0.353,0.235,0.118,0.353,0.412,0.235,0.529,0.0,0.471,0.294,0.529,0.471,-1.019,-0.999,-0.055,-0.101,-0.109
0.0,0.059,0.941,0.235,0.588,0.471,0.118,0.059,0.059,0.0,0.941,0.588,0.235,0.353,0.176,0.059,0.235,0.294,0.471,0.412,0.353,0.353,0.235,0.706,0.294,-0.241,-0.711,0.214,-0.628,0.206
0.235,0.0,0.765,0.118,0.412,0.235,0.0,0.059,0.0,0.235,0.765,0.529,0.471,0.059,0.059,0.176,0.471,0.294,0.235,0.353,0.353,0.235,0.059,0.412,0.588,-0.035,0.199,-0.335,0.252,-0.565
0.176,0.118,0.706,0.412,0.235,0.176,0.0,0.118,0.118,0.176,0.706,0.118,0.235,0.529,0.176,0.059,0.471,0.118,0.412,0.176,0.294,0.412,0.294,0.412,0.588,1.306,0.164,-0.162,-0.351,-0.11
0.294,0.176,0.529,0.294,0.118,0.118,0.0,0.059,0.176,0.294,0.529,0.176,0.412,0.353,0.118,0.118,0.353,0.235,0.412,0.235,0.353,0.294,0.294,0.529,0.471,1.972,0.372,0.333,-0.061,-0.434
0.118,0.235,0.647,0.412,0.235,0.235,0.059,0.059,0.235,0.118,0.647,0.353,0.176,0.529,0.176,0.118,0.294,0.353,0.353,0.294,0.412,0.294,0.294,0.647,0.353,1.272,-0.472,0.256,-0.854,-0.144
0.118,0.176,0.706,0.294,0.235,0.176,0.0,0.235,0.176,0.118,0.706,0.235,0.294,0.294,0.0,0.0,0.412,0.294,0.294,0.235,0.471,0.235,0.0,0.294,0.706,0.311,1.139,-0.121,-0.407,-0.376
0.059,0.118,0.824,0.235,0.588,0.235,0.059,0.412,0.118,0.059,0.824,0.588,0.118,0.235,0.059,0.118,0.294,0.471,0.235,0.529,0.176,0.294,0.294,0.412,0.588,-0.875,0.875,0.666,0.659,-0.49
0.118,0.118,0.765,0.176,0.529,0.471,0.118,0.059,0.118,0.118,0.765,0.529,0.294,0.353,0.118,0.059,0.353,0.235,0.412,0.471,0.353,0.235,0.412,0.706,0.294,0.784,-0.768,0.362,-0.4,0.202
0.118,0.059,0.824,0.294,0.412,0.235,0.0,0.235,0.059,0.118,0.824,0.471,0.235,0.235,0.118,0.059,0.353,0.412,0.235,0.471,0.235,0.294,0.235,0.412,0.588,-0.255,0.374,0.356,0.031,-0.345
0.118,0.0,0.882,0.412,0.412,0.294,0.176,0.176,0.0,0.118,0.882,0.647,0.353,0.235,0.118,0.118,0.294,0.471,0.235,0.353,0.412,0.412,0.176,0.529,0.471,-0.309,0.167,0.447,0.244,-0.124
0.176,0.059,0.765,0.235,0.471,0.412,0.059,0.118,0.059,0.176,0.765,0.529,0.294,0.294,0.176,0.0,0.353,0.412,0.235,0.412,0.353,0.294,0.176,0.529,0.471,-0.151,-0.642,-0.566,-0.41,0.049
0.235,0.059,0.706,0.294,0.412,0.176,0.059,0.235,0.059,0.235,0.706,0.588,0.294,0.118,0.059,0.235,0.471,0.412,0.118,0.353,0.235,0.353,0.235,0.412,0.588,-0.156,0.596,0.134,0.862,-0.479
0.118,0.059,0.824,0.176,0.529,0.353,0.0,0.118,0.059,0.118,0.824,0.647,0.235,0.176,0.059,0.118,0.412,0.412,0.176,0.529,0.235,0.118,0.059,0.294,0.706,-0.902,0.023,-0.521,-0.298,-0.242
0.118,0.118,0.765,0.059,0.647,0.412,0.0,0.0,0.118,0.118,0.765,0.588,0.176,0.294,0.059,0.235,0.647,0.118,0.235,0.412,0.294,0.294,0.235,0.412,0.588,-0.224,-0.915,-0.243,-0.092,-0.061
0.059,0.118,0.824,0.176,0.588,0.471,0.118,0.118,0.118,0.059,0.824,0.529,0.235,0.294,0.059,0.118,0.294,0.353,0.353,0.471,0.353,0.294,0.294,0.588,0.412,-0.177,-0.615,0.288,-0.262,-0.18
0.412,0.118,0.471,0.235,0.176,0.176,0.059,0.059,0.118,0.412,0.471,0.294,0.529,0.235,0.059,0.059,0.647,0.176,0.176,0.176,0.471,0.294,0.059,0.294,0.706,1.151,0.655,-0.626,0.369,-0.031
0.0,0.412,0.588,0.353,0.235,0.235,0.0,0.0,0.412,0.0,0.588,0.412,0.0,0.824,0.294,0.0,0.412,0.353,0.235,0.235,0.471,0.294,0.118,0.588,0.412,1.367,-0.986,-0.334,-1.878,0.024
0.059,0.118,0.824,0.176,0.529,0.294,0.118,0.235,0.118,0.059,0.824,0.529,0.294,0.235,0.0,0.059,0.294,0.353,0.353,0.353,0.471,0.235,0.0,0.412,0.588,-0.666,0.912,0.096,0.028,-0.102
0.0,0.118,0.882,0.235,0.647,0.529,0.0,0.118,0.118,0.0,0.882,0.647,0.0,0.412,0.118,0.059,0.471,0.294,0.235,0.706,0.176,0.118,0.235,0.353,0.647,-1.249,-0.882,-0.245,-0.725,0.065
0.471,0.118,0.412,0.118,0.294,0.176,0.059,0.235,0.118,0.471,0.412,0.235,0.529,0.176,0.0,0.0,0.647,0.235,0.118,0.235,0.353,0.235,0.059,0.118,0.882,0.711,1.224,-1.071,0.792,-0.168
0.059,0.118,0.824,0.353,0.412,0.235,0.059,0.235,0.118,0.059,0.824,0.471,0.176,0.412,0.118,0.059,0.353,0.353,0.294,0.412,0.353,0.235,0.235,0.471,0.529,0.135,0.132,0.302,-0.549,-0.112
0.0,0.235,0.765,0.294,0.471,0.412,0.0,0.118,0.235,0.0,0.765,0.588,0.0,0.471,0.118,0.0,0.412,0.471,0.118,0.471,0.353,0.176,0.176,0.471,0.529,-0.066,-0.67,-0.286,-1.165,0.241
0.176,0.059,0.765,0.118,0.647,0.471,0.0,0.118,0.059,0.176,0.765,0.529,0.176,0.176,0.0,0.176,0.412,0.471,0.118,0.471,0.118,0.353,0.118,0.353,0.647,-0.958,-0.725,-0.731,0.207,-0.366
0.0,0.176,0.824,0.176,0.588,0.235,0.0,0.294,0.176,0.0,0.824,0.647,0.059,0.353,0.176,0.059,0.294,0.471,0.235,0.529,0.235,0.235,0.176,0.353,0.647,-1.024,0.421,0.234,-0.184,-0.279
0.0,0.235,0.765,0.235,0.529,0.294,0.059,0.235,0.235,0.0,0.765,0.706,0.059,0.294,0.059,0.176,0.353,0.529,0.118,0.529,0.294,0.235,0.118,0.353,0.647,-1.135,0.09,0.391,-0.336,-0.472
0.059,0.0,0.941,0.294,0.647,0.529,0.118,0.059,0.0,0.059,0.941,0.824,0.176,0.235,0.176,0.176,0.353,0.412,0.235,0.588,0.176,0.353,0.412,0.706,0.294,-0.619,-1.312,0.381,-0.131,0.111
0.176,0.059,0.765,0.176,0.412,0.294,0.0,0.059,0.059,0.176,0.765,0.471,0.353,0.176,0.0,0.118,0.647,0.176,0.176,0.412,0.412,0.118,0.118,0.294,0.706,0.078,0.209,-0.349,-0.134,-0.218
0.176,0.0,0.824,0.353,0.471,0.294,0.118,0.235,0.0,0.176,0.824,0.471,0.294,0.176,0.118,0.118,0.412,0.353,0.235,0.235,0.176,0.647,0.118,0.294,0.706,-0.978,0.497,0.006,0.541,0.006
0.118,0.059,0.824,0.294,0.529,0.412,0.118,0.118,0.059,0.118,0.824,0.529,0.235,0.471,0.235,0.059,0.294,0.353,0.353,0.353,0.176,0.588,0.235,0.588,0.412,-0.065,-0.757,0.084,0.105,-0.056
0.059,0.118,0.824,0.176,0.647,0.412,0.0,0.294,0.118,0.059,0.824,0.647,0.059,0.235,0.118,0.0,0.235,0.529,0.235,0.647,0.176,0.176,0.235,0.412,0.588,-1.337,0.061,0.026,-0.152,0.086
0.059,0.176,0.765,0.235,0.412,0.294,0.059,0.176,0.176,0.059,0.765,0.412,0.235,0.412,0.176,0.0,0.412,0.235,0.353,0.353,0.353,0.294,0.176,0.412,0.588,0.054,0.166,-0.045,-0.702,-0.161
0.118,0.118,0.765,0.471,0.294,0.176,0.0,0.118,0.118,0.118,0.765,0.706,0.118,0.353,0.176,0.235,0.294,0.588,0.118,0.529,0.235,0.176,0.294,0.647,0.353,0.348,-0.462,0.419,-0.245,-0.564
0.059,0.059,0.882,0.176,0.647,0.176,0.0,0.412,0.059,0.059,0.882,0.588,0.118,0.235,0.059,0.176,0.176,0.529,0.294,0.588,0.118,0.294,0.235,0.412,0.588,-1.169,0.744,0.772,0.903,-0.856
0.176,0.0,0.824,0.353,0.471,0.353,0.0,0.176,0.0,0.176,0.824,0.471,0.176,0.353,0.176,0.0,0.471,0.353,0.176,0.471,0.176,0.235,0.235,0.294,0.706,-0.392,-0.209,-0.828,-0.259,0.155
0.235,0.235,0.529,0.118,0.353,0.235,0.0,0.0,0.235,0.235,0.529,0.353,0.294,0.353,0.0,0.176,0.529,0.176,0.294,0.294,0.471,0.118,0.118,0.412,0.588,1.053,0.006,-0.378,-0.301,-0.152
0.118,0.059,0.824,0.294,0.471,0.176,0.0,0.059,0.059,0.118,0.824,0.471,0.176,0.294,0.059,0.294,0.765,0.118,0.118,0.176,0.294,0.529,0.118,0.176,0.824,-0.352,0.129,-0.091,0.367,-0.176
0.176,0.176,0.647,0.294,0.235,0.235,0.0,0.059,0.176,0.176,0.647,0.353,0.294,0.412,0.176,0.0,0.412,0.353,0.235,0.235,0.412,0.294,0.059,0.412,0.588,0.766,0.008,-0.617,-0.725,-0.138
0.059,0.118,0.824,0.294,0.471,0.294,0.059,0.235,0.118,0.059,0.824,0.471,0.176,0.353,0.176,0.059,0.235,0.412,0.353,0.471,0.294,0.294,0.353,0.529,0.471,-0.087,-0.239,0.509,-0.589,-0.154
0.176,0.059,0.765,0.176,0.529,0.353,0.176,0.059,0.059,0.176,0.765,0.647,0.412,0.176,0.118,0.176,0.412,0.235,0.353,0.294,0.294,0.471,0.176,0.588,0.412,-0.068,0.155,0.27,0.548,0.064
0.0,0.0,1.0,0.353,0.647,0.529,0.0,0.235,0.0,0.0,1.0,0.706,0.0,0.294,0.176,0.059,0.118,0.706,0.176,0.706,0.0,0.294,0.235,0.412,0.588,-1.864,-0.86,-0.352,-0.262,-0.409
0.176,0.059,0.765,0.412,0.294,0.294,0.059,0.059,0.059,0.176,0.765,0.471,0.294,0.412,0.235,0.0,0.529,0.294,0.176,0.235,0.353,0.412,0.118,0.471,0.529,0.439,-0.249,-0.679,-0.409,0.156
0.176,0.176,0.647,0.235,0.412,0.235,0.059,0.294,0.176,0.176,0.647,0.412,0.235,0.294,0.0,0.0,0.529,0.353,0.118,0.353,0.471,0.176,0.059,0.235,0.765,-0.274,1.026,-0.448,0.185,-0.092
0.118,0.0,0.882,0.176,0.647,0.412,0.059,0.294,0.0,0.118,0.882,0.529,0.235,0.235,0.059,0.0,0.294,0.412,0.294,0.588,0.176,0.235,0.235,0.412,0.588,-0.859,0.227,-0.02,0.384,-0.155
0.0,0.118,0.882,0.471,0.235,0.176,0.059,0.176,0.118,0.0,0.882,0.294,0.235,0.471,0.294,0.0,0.176,0.294,0.529,0.176,0.412,0.471,0.294,0.647,0.353,0.805,0.184,0.566,-0.998,-0.082
0.118,0.176,0.706,0.294,0.353,0.294,0.118,0.118,0.176,0.118,0.706,0.353,0.294,0.412,0.176,0.059,0.353,0.176,0.471,0.294,0.353,0.412,0.353,0.588,0.412,0.885,0.111,0.638,-0.27,0.036
0.176,0.176,0.647,0.176,0.412,0.353,0.0,0.059,0.176,0.176,0.647,0.471,0.235,0.353,0.176,0.0,0.294,0.353,0.353,0.412,0.353,0.235,0.235,0.647,0.353,0.639,-0.448,-0.056,-0.53,0.279
0.0,0.176,0.824,0.118,0.647,0.412,0.0,0.176,0.176,0.0,0.824,0.647,0.059,0.294,0.059,0.118,0.294,0.529,0.176,0.529,0.235,0.235,0.118,0.471,0.529,-0.946,-0.529,-0.143,-0.496,-0.354
0.059,0.059,0.882,0.529,0.294,0.235,0.0,0.0,0.059,0.059,0.882,0.529,0.118,0.471,0.176,0.176,0.471,0.412,0.118,0.353,0.412,0.235,0.235,0.471,0.529,0.473,-0.744,-0.287,-0.749,-0.207
0.0,0.0,1.0,0.294,0.706,0.412,0.0,0.412,0.0,0.0,1.0,0.882,0.0,0.0,0.0,0.176,0.294,0.706,0.0,0.882,0.0,0.118,0.294,0.412,0.588,-2.448,0.103,0.561,0.464,-0.695
0.118,0.0,0.882,0.471,0.412,0.235,0.059,0.294,0.0,0.118,0.882,0.529,0.176,0.235,0.176,0.176,0.235,0.529,0.235,0.412,0.059,0.471,0.353,0.471,0.529,-0.482,0.264,0.331,0.467,-0.594
0.059,0.118,0.824,0.294,0.471,0.412,0.118,0.0,0.118,0.059,0.824,0.471,0.235,0.529,0.235,0.059,0.353,0.176,0.471,0.294,0.353,0.412,0.294,0.647,0.353,0.688,-0.814,0.015,-0.688,0.269
0.059,0.235,0.706,0.235,0.412,0.294,0.059,0.235,0.235,0.059,0.706,0.353,0.176,0.412,0.059,0.0,0.412,0.294,0.294,0.353,0.412,0.235,0.235,0.471,0.529,0.508,0.291,0.189,-0.627,-0.082
0.059,0.176,0.765,0.235,0.412,0.118,0.0,0.235,0.176,0.059,0.765,0.529,0.176,0.353,0.176,0.118,0.176,0.471,0.353,0.294,0.353,0.353,0.059,0.471,0.529,-0.287,0.697,0.236,0.004,-0.498
0.176,0.118,0.706,0.0,0.647,0.471,0.118,0.118,0.118,0.176,0.706,0.529,0.353,0.235,0.0,0.059,0.471,0.176,0.353,0.471,0.353,0.176,0.235,0.529,0.471,0.135,0.012,-0.142,0.326,0.08
0.294,0.0,0.706,0.118,0.588,0.353,0.059,0.176,0.0,0.294,0.706,0.647,0.353,0.118,0.059,0.059,0.529,0.412,0.059,0.471,0.294,0.176,0.059,0.176,0.824,-0.969,0.179,-1.033,0.384,0.172
0.176,0.235,0.588,0.176,0.353,0.235,0.059,0.118,0.235,0.176,0.588,0.412,0.294,0.353,0.118,0.059,0.412,0.235,0.353,0.353,0.353,0.235,0.235,0.529,0.471,0.919,0.296,0.322,-0.4,0.042
0.118,0.0,0.882,0.529,0.353,0.353,0.176,0.176,0.0,0.118,0.882,0.412,0.294,0.412,0.235,0.0,0.353,0.294,0.353,0.176,0.294,0.588,0.294,0.588,0.412,0.397,-0.063,-0.085,-0.193,0.314
0.294,0.118,0.588,0.412,0.118,0.118,0.059,0.059,0.118,0.294,0.588,0.294,0.412,0.353,0.176,0.118,0.412,0.235,0.353,0.176,0.529,0.294,0.294,0.588,0.412,1.688,0.163,0.086,-0.161,-0.054
0.118,0.176,0.706,0.176,0.471,0.353,0.0,0.176,0.176,0.118,0.706,0.588,0.176,0.176,0.0,0.118,0.353,0.529,0.118,0.588,0.235,0.118,0.118,0.294,0.706,-0.758,0.004,-0.01,-0.419,-0.412
0.0,0.118,0.882,0.235,0.529,0.471,0.0,0.118,0.118,0.0,0.882,0.529,0.118,0.353,0.118,0.059,0.294,0.353,0.353,0.588,0.235,0.176,0.412,0.765,0.235,0.331,-0.928,0.389,-0.675,-0.248
0.235,0.176,0.588,0.118,0.412,0.412,0.0,0.0,0.176,0.235,0.588,0.353,0.294,0.412,0.059,0.059,0.471,0.294,0.235,0.471,0.294,0.118,0.294,0.588,0.412,1.435,-0.943,-0.522,-0.431,-0.309
0.059,0.118,0.824,0.235,0.471,0.353,0.0,0.059,0.118,0.059,0.824,0.588,0.176,0.353,0.176,0.059,0.529,0.294,0.176,0.412,0.353,0.235,0.176,0.529,0.471,-0.005,-0.652,-0.382,-0.793,-0.014
0.294,0.059,0.647,0.294,0.353,0.294,0.059,0.059,0.059,0.294,0.647,0.471,0.353,0.412,0.235,0.059,0.412,0.353,0.235,0.353,0.235,0.412,0.235,0.471,0.529,0.687,-0.575,-0.362,0.128,-0.064
0.294,0.0,0.706,0.412,0.294,0.176,0.0,0.235,0.0,0.294,0.706,0.588,0.294,0.176,0.176,0.118,0.353,0.647,0.0,0.412,0.059,0.529,0.118,0.353,0.647,-0.498,0.347,-0.005,1.036,-0.639
0.176,0.176,0.647,0.235,0.353,0.294,0.059,0.059,0.176,0.176,0.647,0.412,0.294,0.471,0.176,0.059,0.353,0.235,0.412,0.353,0.294,0.353,0.294,0.647,0.353,1.256,-0.264,0.394,-0.106,-0.079
0.0,0.118,0.882,0.235,0.588,0.176,0.0,0.471,0.118,0.0,0.882,0.588,0.059,0.235,0.0,0.176,0.118,0.647,0.235,0.647,0.176,0.176,0.235,0.412,0.588,-1.196,0.648,0.926,0.305,-1.044
0.176,0.176,0.647,0.235,0.353,0.294,0.059,0.059,0.176,0.176,0.647,0.412,0.294,0.353,0.118,0.059,0.647,0.176,0.176,0.235,0.412,0.412,0.118,0.353,0.647,0.385,-0.037,-0.226,-0.289,0.092
0.0,0.176,0.824,0.235,0.471,0.235,0.118,0.294,0.176,0.0,0.824,0.529,0.235,0.294,0.059,0.118,0.059,0.412,0.529,0.471,0.412,0.235,0.294,0.706,0.294,0.073,0.705,1.432,0.037,-0.444
0.294,0.118,0.588,0.235,0.294,0.118,0.0,0.118,0.118,0.294,0.588,0.471,0.353,0.294,0.176,0.118,0.529,0.294,0.176,0.294,0.294,0.235,0.176,0.412,0.588,0.847,0.531,-0.544,0.361,-0.341
0.059,0.118,0.824,0.0,0.824,0.706,0.059,0.118,0.118,0.059,0.824,0.647,0.118,0.294,0.0,0.0,0.471,0.294,0.235,0.765,0.176,0.059,0.294,0.471,0.529,-0.928,-1.092,-0.424,-0.403,0.195
0.118,0.059,0.824,0.176,0.471,0.353,0.118,0.118,0.059,0.118,0.824,0.529,0.412,0.235,0.118,0.0,0.235,0.353,0.412,0.353,0.412,0.235,0.059,0.588,0.412,-0.003,0.244,-0.226,-0.406,0.019
0.118,0.353,0.529,0.0,0.529,0.353,0.118,0.0,0.353,0.118,0.529,0.471,0.235,0.412,0.0,0.176,0.647,0.059,0.294,0.235,0.529,0.294,0.176,0.471,0.529,0.84,-0.304,0.149,-0.49,0.229
0.235,0.294,0.471,0.0,0.353,0.235,0.0,0.059,0.294,0.235,0.471,0.294,0.353,0.353,0.0,0.059,0.647,0.059,0.294,0.294,0.588,0.059,0.176,0.412,0.588,1.468,0.163,-0.221,-0.542,-0.015
0.294,0.176,0.529,0.059,0.471,0.235,0.0,0.294,0.176,0.294,0.529,0.412,0.294,0.235,0.0,0.0,0.412,0.471,0.118,0.471,0.235,0.176,0.059,0.235,0.765,-0.141,0.963,-0.496,0.722,-0.389
0.176,0.176,0.647,0.235,0.353,0.294,0.059,0.118,0.176,0.176,0.647,0.412,0.294,0.294,0.059,0.059,0.471,0.294,0.235,0.353,0.412,0.294,0.118,0.294,0.706,0.041,0.248,0.066,-0.282,-0.005
0.0,0.059,0.941,0.294,0.588,0.294,0.059,0.235,0.059,0.0,0.941,0.765,0.118,0.353,0.176,0.059,0.353,0.529,0.118,0.471,0.294,0.294,0.0,0.294,0.706,-1.535,0.123,-0.359,-0.222,-0.173
0.059,0.059,0.882,0.176,0.647,0.529,0.118,0.118,0.059,0.059,0.882,0.706,0.235,0.176,0.118,0.059,0.353,0.353,0.294,0.471,0.235,0.412,0.118,0.471,0.529,-1.376,-0.257,-0.024,-0.034,0.222
0.0,0.059,0.941,0.353,0.529,0.529,0.118,0.0,0.059,0.0,0.941,0.647,0.176,0.353,0.118,0.176,0.294,0.294,0.412,0.588,0.294,0.235,0.529,0.882,0.118,0.534,-1.394,0.933,-0.558,0.005
0.176,0.059,0.765,0.294,0.471,0.353,0.059,0.059,0.059,0.176,0.765,0.529,0.235,0.294,0.118,0.118,0.647,0.176,0.176,0.294,0.412,0.353,0.176,0.353,0.647,-0.258,-0.315,-0.51,-0.086,0.375
0.059,0.118,0.824,0.353,0.294,0.176,0.059,0.235,0.118,0.059,0.824,0.471,0.294,0.176,0.059,0.176,0.118,0.471,0.412,0.412,0.353,0.235,0.294,0.706,0.294,0.463,0.542,1.128,-0.204,-0.744
0.118,0.0,0.882,0.294,0.412,0.176,0.0,0.235,0.0,0.118,0.882,0.471,0.294,0.176,0.0,0.176,0.353,0.412,0.235,0.471,0.294,0.118,0.176,0.353,0.647,-0.181,0.734,0.056,0.308,-0.864
0.0,0.0,1.0,0.176,0.824,0.471,0.118,0.412,0.0,0.0,1.0,0.882,0.118,0.0,0.0,0.118,0.176,0.706,0.118,0.706,0.118,0.294,0.059,0.294,0.706,-3.152,0.582,0.156,0.769,-0.435
0.235,0.059,0.706,0.529,0.176,0.176,0.059,0.118,0.059,0.235,0.706,0.118,0.294,0.588,0.176,0.0,0.529,0.176,0.294,0.118,0.471,0.412,0.235,0.353,0.647,1.386,0.071,-0.558,-0.272,0.128
0.059,0.176,0.765,0.176,0.588,0.412,0.0,0.059,0.176,0.059,0.765,0.706,0.059,0.294,0.118,0.176,0.353,0.412,0.235,0.529,0.176,0.294,0.294,0.706,0.294,-0.145,-0.899,0.427,-0.326,0.087
0.118,0.176,0.706,0.294,0.412,0.353,0.0,0.059,0.176,0.118,0.706,0.412,0.118,0.471,0.059,0.118,0.412,0.353,0.235,0.529,0.294,0.176,0.353,0.588,0.412,0.878,-0.734,0.306,-0.314,-0.235
0.118,0.118,0.765,0.353,0.294,0.235,0.118,0.176,0.118,0.118,0.765,0.412,0.353,0.353,0.176,0.059,0.235,0.412,0.353,0.118,0.412,0.529,0.059,0.529,0.471,0.331,0.184,-0.08,-0.406,-0.311
0.0,0.235,0.765,0.176,0.412,0.353,0.0,0.0,0.235,0.0,0.765,0.471,0.176,0.412,0.118,0.059,0.235,0.353,0.412,0.353,0.471,0.176,0.118,0.706,0.294,0.643,-0.515,0.025,-1.205,-0.066
0.176,0.0,0.824,0.176,0.529,0.471,0.118,0.176,0.0,0.176,0.824,0.471,0.412,0.118,0.0,0.0,0.471,0.235,0.294,0.412,0.353,0.353,0.176,0.412,0.588,-0.439,0.168,0.067,0.252,0.149
0.118,0.118,0.765,0.176,0.529,0.412,0.059,0.176,0.118,0.118,0.765,0.471,0.235,0.353,0.059,0.0,0.353,0.353,0.294,0.471,0.294,0.294,0.176,0.471,0.529,-0.087,-0.264,0.105,-0.236,0.014
0.176,0.118,0.706,0.118,0.529,0.294,0.118,0.235,0.118,0.176,0.706,0.588,0.353,0.235,0.059,0.0,0.412,0.412,0.176,0.412,0.412,0.176,0.0,0.294,0.706,-0.605,0.881,-0.556,0.311,-0.129
0.176,0.059,0.765,0.353,0.412,0.353,0.059,0.059,0.059,0.176,0.765,0.647,0.235,0.353,0.176,0.118,0.294,0.529,0.176,0.471,0.176,0.353,0.235,0.647,0.353,0.313,-0.661,0.01,0.154,-0.208
0.059,0.235,0.706,0.235,0.353,0.294,0.059,0.059,0.235,0.059,0.706,0.412,0.235,0.471,0.118,0.059,0.235,0.353,0.412,0.353,0.471,0.176,0.176,0.588,0.412,0.902,-0.25,0.166,-1.025,-0.154
0.235,0.0,0.765,0.118,0.588,0.235,0.0,0.235,0.0,0.235,0.765,0.647,0.294,0.118,0.118,0.118,0.529,0.353,0.118,0.471,0.118,0.353,0.118,0.235,0.765,-1.058,0.49,-0.222,0.812,-0.188
0.059,0.294,0.647,0.294,0.294,0.294,0.0,0.0,0.294,0.059,0.647,0.294,0.118,0.706,0.118,0.176,0.176,0.294,0.529,0.471,0.353,0.176,0.471,0.824,0.176,2.232,-1.341,1.033,-1.011,-0.613
0.294,0.059,0.647,0.235,0.412,0.353,0.118,0.118,0.059,0.294,0.647,0.294,0.412,0.412,0.176,0.0,0.353,0.176,0.471,0.294,0.294,0.471,0.294,0.529,0.471,0.844,-0.222,-0.005,0.286,0.231
0.0,0.059,0.941,0.059,0.882,0.706,0.118,0.059,0.059,0.0,0.941,0.824,0.118,0.176,0.059,0.118,0.529,0.235,0.235,0.647,0.176,0.294,0.294,0.588,0.412,-1.505,-1.271,-0.012,-0.268,0.46
0.118,0.118,0.765,0.235,0.529,0.294,0.118,0.235,0.118,0.118,0.765,0.647,0.235,0.353,0.118,0.059,0.353,0.471,0.176,0.471,0.353,0.294,0.118,0.412,0.588,-0.618,0.361,0.056,0.471,-0.283
0.118,0.176,0.706,0.353,0.353,0.294,0.059,0.0,0.176,0.118,0.706,0.412,0.176,0.529,0.294,0.118,0.294,0.176,0.529,0.294,0.294,0.471,0.353,0.647,0.353,0.761,-0.638,0.514,-0.546,0.286
0.118,0.176,0.706,0.294,0.353,0.353,0.0,0.059,0.176,0.118,0.706,0.412,0.176,0.412,0.176,0.059,0.471,0.176,0.353,0.412,0.235,0.294,0.412,0.647,0.353,1.068,-0.528,0.356,-0.584,0.093
0.118,0.176,0.706,0.235,0.412,0.235,0.0,0.176,0.176,0.118,0.706,0.353,0.176,0.412,0.059,0.118,0.412,0.235,0.353,0.412,0.294,0.235,0.235,0.412,0.588,0.4,0.078,0.337,-0.341,-0.266
0.294,0.059,0.647,0.235,0.412,0.294,0.059,0.0,0.059,0.294,0.647,0.588,0.353,0.235,0.118,0.235,0.471,0.353,0.176,0.353,0.235,0.412,0.176,0.529,0.471,0.319,-0.553,-0.134,0.535,-0.251
0.176,0.176,0.647,0.118,0.471,0.412,0.0,0.0,0.176,0.176,0.647,0.471,0.235,0.412,0.118,0.059,0.471,0.294,0.235,0.412,0.412,0.176,0.176,0.529,0.471,0.574,-1.035,-0.674,-0.661,-0.036
0.0,0.176,0.824,0.118,0.529,0.353,0.059,0.118,0.176,0.0,0.824,0.588,0.235,0.294,0.118,0.059,0.235,0.353,0.412,0.412,0.412,0.235,0.118,0.529,0.471,-0.312,-0.068,0.312,-0.819,-0.036
0.118,0.294,0.588,0.118,0.353,0.176,0.0,0.118,0.294,0.118,0.588,0.353,0.235,0.353,0.0,0.176,0.353,0.294,0.353,0.294,0.412,0.235,0.118,0.529,0.471,0.912,0.231,0.461,-0.456,-0.51
0.235,0.0,0.765,0.353,0.294,0.235,0.0,0.0,0.0,0.235,0.765,0.529,0.353,0.294,0.235,0.176,0.412,0.353,0.235,0.353,0.176,0.353,0.294,0.647,0.353,0.988,-0.612,-0.208,0.063,-0.484
0.0,0.176,0.824,0.353,0.353,0.294,0.0,0.0,0.176,0.0,0.824,0.412,0.118,0.471,0.118,0.235,0.353,0.176,0.471,0.471,0.353,0.176,0.529,0.765,0.235,1.392,-0.916,1.101,-0.855,-0.366
0.059,0.118,0.824,0.294,0.529,0.353,0.118,0.176,0.118,0.059,0.824,0.588,0.176,0.412,0.176,0.118,0.176,0.412,0.412,0.412,0.235,0.412,0.235,0.647,0.353,-0.235,-0.245,0.378,-0.001,-0.178
0.118,0.059,0.824,0.176,0.529,0.235,0.0,0.294,0.059,0.118,0.824,0.588,0.235,0.059,0.0,0.176,0.353,0.529,0.118,0.471,0.176,0.235,0.059,0.294,0.706,-1.167,0.634,-0.182,0.238,-0.772
